Storetype,Lang,Q2a,Q2b,Q3a,Q3b,Q3c,Q3d,Q4a,Q4b,Q4c,Q4d,Q4e,Q4f,Q4g,Q4h,Q4i,Q4j,Q5,Q6,Q7,Q8a,Q8d,Q8c,Q8e,Q8b,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16
1,1,4,4,3,4,4,3,3,2,4,5,4,5,4,5,4,2,1,1,2,4,4,2,2,3,1,5,2,2,1,1,2,84097
1,1,2,2,4,4,4,4,5,5,5,3,4,5,5,5,5,5,1,2,,2,4,2,4,2,1,4,1,2,1,2,2,84058
1,1,1,1,4,6,6,6,5,3,5,5,4,4,4,4,4,3,1,1,2,2,4,2,2,2,2,4,2,2,1,2,4,84097
1,1,4,3,5,6,3,3,4,2,3,4,4,5,4,2,2,2,1,1,1,2,3,2,1,1,2,4,2,2,1,1,1,84097
1,1,5,1,5,2,4,2,4,1,2,3,3,5,4,5,5,3,1,1,2,2,2,1,1,1,2,4,2,2,2,1,3,84606
1,1,3,4,5,6,6,6,5,5,4,5,5,5,5,5,5,5,1,1,1,1,4,1,4,2,1,5,2,2,1,2,1,84604
1,1,1,3,5,3,3,3,4,2,4,2,2,4,4,2,2,3,1,1,1,2,3,3,2,3,1,5,2,2,2,2,4,84097
1,1,2,3,5,6,5,4,2,1,2,4,4,3,4,3,2,2,1,1,1,1,1,1,1,1,1,5,2,2,2,1,3,84057
1,1,3,3,4,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,2,3,3,1,2,1,3,1,2,2,1,1,84097
1,1,3,3,2,2,4,4,4,4,4,4,4,4,4,4,4,4,1,1,2,3,3,2,2,1,1,4,2,1,1,1,2,84097
1,1,2,1,4,2,5,3,5,3,5,4,4,4,4,4,3,4,1,1,2,2,4,2,3,2,1,5,2,2,1,1,2,84058
1,1,2,3,5,4,5,4,2,1,1,2,4,4,4,4,4,4,1,1,1,2,4,1,3,4,1,5,2,2,2,1,1,84057
1,1,4,4,4,3,4,5,4,4,4,5,3,2,2,2,4,2,1,1,4,2,4,2,3,3,1,4,2,2,2,1,1,84604
1,1,3,3,5,4,5,5,5,2,3,5,4,3,4,2,3,1,1,1,1,1,3,1,3,1,2,5,1,2,2,4,3,84097
1,1,5,4,5,3,3,1,5,2,4,1,2,5,5,1,5,5,1,1,2,1,4,1,3,3,1,4,2,1,2,1,2,84057
1,1,3,2,5,3,2,2,3,3,3,4,3,4,5,5,4,3,1,1,1,3,4,3,2,3,1,5,2,1,2,1,2,84622
1,1,3,3,5,6,3,3,,,,,,,,,,,1,1,1,1,2,1,4,1,2,5,1,2,2,5,4,84097
1,1,4,4,4,3,2,2,3,2,2,2,2,4,4,3,2,4,1,1,2,2,4,1,3,3,1,5,2,2,2,1,2,84097
1,1,3,3,1,6,1,1,5,3,5,5,5,5,5,5,5,5,,1,3,2,3,2,3,2,1,1,2,1,1,2,2,84062
1,1,1,1,1,1,4,4,5,5,5,5,5,5,5,5,5,5,,1,1,2,2,2,2,3,1,1,1,2,1,5,2,84660
1,1,4,4,5,5,5,5,4,3,2,4,3,4,5,4,2,3,,1,1,2,4,1,3,2,1,4,1,2,2,5,4,84604
1,1,4,1,4,6,5,3,5,1,3,4,4,4,5,5,5,4,,1,1,1,3,3,4,1,2,5,1,1,2,2,3,84097
1,1,1,1,5,5,2,2,4,1,4,4,4,1,2,2,2,1,5,1,1,3,3,1,3,3,1,2,1,1,2,4,1,84315
1,1,4,4,4,4,3,3,3,1,1,4,4,5,5,4,5,2,5,1,1,4,3,1,1,2,2,5,1,2,2,4,4,84405
1,1,1,1,5,6,5,6,4,4,4,4,4,4,4,4,4,4,5,1,1,2,3,2,4,2,2,4,1,2,1,5,2,84067
1,1,4,1,5,6,4,4,4,2,4,3,4,5,4,4,3,4,5,1,1,1,4,2,2,1,2,4,1,2,2,4,4,84403
1,1,2,2,3,3,3,3,4,4,4,4,4,4,4,3,3,3,5,1,1,1,1,1,4,1,1,5,1,1,2,4,2,
1,1,4,3,4,4,5,5,4,2,4,4,4,4,4,4,4,3,5,1,1,2,2,3,4,1,1,4,1,2,1,4,4,84401
1,1,1,1,1,2,1,2,5,4,4,4,3,4,4,5,5,5,5,1,3,2,1,1,3,1,1,5,1,1,1,5,3,84405
1,1,2,1,4,3,3,3,5,4,4,4,4,5,5,3,3,4,5,1,1,2,3,4,2,4,1,2,1,1,1,2,2,84315
1,1,5,5,5,5,4,3,1,3,1,4,2,2,4,1,1,1,5,1,1,2,2,1,4,3,2,4,1,1,2,4,3,84405
1,1,3,1,5,3,2,2,5,3,5,5,5,5,5,5,4,5,5,1,1,1,4,1,4,1,1,4,1,2,1,5,2,84405
1,1,1,1,3,6,4,4,5,5,5,5,5,5,5,5,5,5,5,1,1,3,3,2,4,1,1,4,1,2,1,3,3,84040
1,1,2,2,5,3,5,5,4,3,4,4,4,4,4,4,4,4,5,1,1,3,3,2,4,3,1,4,1,2,2,3,2,84015
1,1,4,5,5,5,5,1,5,3,4,4,4,5,5,5,5,5,5,1,1,4,4,4,4,4,1,5,1,2,1,4,3,84317
1,1,1,1,5,5,5,5,5,3,3,5,3,5,5,5,3,5,5,1,1,,4,,4,,1,4,1,2,1,4,2,84404
1,1,5,5,5,6,4,4,3,3,3,4,4,3,3,3,3,1,5,1,1,3,3,1,4,3,1,5,1,2,1,3,3,84067
1,1,5,4,5,6,5,6,1,1,1,1,1,5,5,,1,,5,1,1,1,1,1,4,1,1,5,1,2,1,5,1,84067
1,1,3,2,5,5,4,4,3,2,3,4,3,4,4,4,4,4,5,1,1,2,2,2,4,2,1,4,1,2,2,5,3,84067
1,1,2,1,4,3,2,3,5,3,4,4,2,5,5,5,5,5,5,1,1,3,2,2,4,3,1,3,1,1,1,4,1,84315
1,1,1,1,5,4,4,4,5,3,4,3,5,5,,,,,5,1,1,,,,,,1,4,2,2,2,4,1,84067
1,1,4,2,3,3,4,2,5,3,5,5,4,3,4,3,4,3,5,1,1,3,4,2,2,4,1,,2,1,2,2,1,84414
1,1,1,2,2,6,2,2,4,2,4,2,2,1,1,1,1,1,5,1,1,3,3,3,4,1,1,5,1,1,1,1,3,84067
1,1,2,4,4,4,5,4,4,4,3,4,3,5,5,5,5,4,5,1,1,1,2,1,4,1,2,4,1,2,1,4,4,84401
1,1,2,1,3,2,5,6,5,2,5,5,5,5,5,5,4,4,5,1,1,2,2,1,2,2,2,3,1,1,1,4,3,84401
1,1,2,1,4,5,5,6,5,4,5,4,4,5,5,5,5,2,5,1,1,2,4,1,4,3,2,4,1,2,2,5,4,84405
1,1,5,1,5,5,5,3,1,1,3,2,3,3,4,4,4,4,5,1,1,2,3,1,4,3,,5,1,1,1,5,2,84033
1,1,,,4,3,4,4,5,4,4,5,5,5,5,5,5,5,5,1,1,1,3,1,4,3,1,4,1,2,1,3,2,84067
1,1,5,1,5,5,1,1,5,1,5,5,5,5,5,5,5,5,5,1,1,1,3,1,4,3,1,5,1,2,1,3,1,84067
1,1,4,3,5,3,4,4,2,2,3,5,3,2,2,1,1,1,5,1,1,1,3,1,4,1,2,4,1,1,1,4,3,84405
1,1,2,1,4,6,4,4,5,3,4,5,3,5,5,5,5,5,5,1,1,4,2,1,4,1,1,5,1,2,1,2,2,84067
1,1,3,2,4,4,5,3,4,2,3,2,3,4,5,5,4,3,5,1,1,2,3,1,4,2,1,4,1,2,2,5,3,84401
1,1,5,1,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,1,1,1,4,3,4,2,2,5,1,2,2,2,2,84015
1,1,2,2,5,3,4,3,4,4,4,4,4,4,4,4,4,4,5,1,1,1,3,1,4,1,1,4,1,2,1,5,4,84067
1,1,2,1,5,1,2,4,,,,,,,,,,,5,1,1,1,1,1,1,1,1,4,1,2,1,5,2,84404
1,1,2,1,5,4,2,2,5,4,3,5,4,5,3,5,4,5,5,1,1,2,4,3,4,2,1,4,1,1,2,5,3,84315
1,1,4,4,5,3,2,2,2,2,4,4,4,5,5,5,5,5,5,1,1,3,4,2,4,4,1,4,1,1,2,4,3,84405
1,1,1,1,5,5,1,1,5,1,5,5,5,5,5,5,5,5,5,1,1,1,3,1,4,1,1,5,1,2,1,3,2,84405
1,1,2,1,2,3,2,2,4,1,4,3,2,4,5,5,5,5,5,1,1,3,4,4,4,4,1,5,1,2,2,2,2,84067
1,1,5,5,6,5,5,5,5,1,3,4,5,3,2,3,1,1,5,1,1,1,1,1,1,2,2,1,1,2,2,5,2,84067
1,1,4,3,5,5,5,5,4,1,1,3,1,5,5,3,5,5,5,1,1,2,3,1,4,1,1,5,1,2,1,2,3,84405
1,1,2,1,4,4,2,2,5,4,4,5,5,4,4,5,5,3,5,1,1,1,4,4,3,1,1,5,1,2,1,5,2,84067
1,1,2,2,5,4,4,4,4,4,2,4,3,4,4,4,4,4,5,1,1,3,3,2,4,3,1,4,1,2,1,4,2,84403
1,1,4,4,5,5,5,5,2,2,1,5,1,5,3,5,3,1,5,1,1,1,1,1,4,1,2,5,1,2,,,,84067
1,1,2,2,5,5,5,5,2,3,1,5,4,,2,1,1,1,5,1,1,2,3,1,4,3,2,5,2,2,1,4,3,84067
1,1,3,3,5,4,3,3,4,3,3,4,4,4,4,4,4,4,5,1,1,1,3,2,4,1,1,4,2,2,2,1,3,84067
1,1,4,2,3,3,4,4,4,2,4,2,3,4,5,4,3,3,5,1,1,1,4,1,3,1,1,4,1,1,2,2,3,84015
1,1,2,1,5,3,5,3,4,2,3,5,4,5,5,5,5,5,5,1,1,4,4,4,3,1,1,4,1,2,2,3,3,84050
1,1,1,1,4,3,4,4,5,1,5,5,4,5,5,5,1,5,5,1,2,1,1,1,1,1,1,1,2,1,2,3,1,84067
1,1,4,4,5,5,5,5,4,2,5,4,4,5,4,3,3,5,5,1,1,1,1,1,4,1,,4,1,2,2,5,4,84067
1,1,4,3,5,3,4,2,3,2,4,3,4,5,5,5,4,3,5,1,1,2,3,2,4,2,1,4,1,1,2,4,4,84067
1,1,4,1,4,4,4,4,4,2,3,3,3,3,5,5,5,3,5,1,1,1,1,1,1,1,1,4,1,2,1,5,2,84067
1,1,1,,3,,,,5,3,5,5,5,5,5,5,5,5,5,1,1,1,1,1,3,1,2,3,1,2,1,2,1,84067
1,1,2,1,4,6,4,6,5,3,4,4,5,5,5,5,5,5,5,1,1,2,3,1,4,2,2,4,1,1,2,5,3,84067
1,1,4,2,4,6,5,6,5,2,5,5,5,5,5,4,4,5,5,1,1,1,1,2,4,1,2,4,1,1,1,5,3,84405
1,1,4,4,5,3,5,4,1,1,1,4,3,3,5,4,4,4,5,1,1,4,3,3,2,4,1,4,1,2,2,3,2,84401
1,1,1,1,2,2,3,3,5,3,5,5,5,5,5,3,5,5,5,1,1,2,4,2,3,2,1,3,1,1,2,2,2,84015
1,1,1,1,2,3,3,2,5,1,3,1,3,5,5,5,5,5,5,1,1,1,4,3,4,1,1,4,1,2,2,3,2,84037
1,1,1,1,1,1,2,1,5,3,5,5,5,5,5,5,3,5,5,1,1,1,3,1,4,3,1,3,1,2,1,5,2,84067
1,1,4,1,5,4,5,4,5,2,5,5,5,5,3,5,5,5,5,1,1,,3,4,4,3,1,4,1,2,2,4,2,84067
1,1,2,1,5,6,5,6,5,1,3,5,5,5,5,5,5,5,5,1,1,2,4,3,3,3,1,5,1,2,2,4,2,84067
1,1,3,5,1,3,3,2,5,1,5,4,5,5,5,5,5,5,5,1,1,3,3,1,3,3,1,4,1,1,1,2,2,84067
1,1,1,2,4,6,6,6,5,4,5,5,4,5,5,5,5,4,5,1,1,1,3,1,4,1,1,4,1,2,1,5,4,84067
1,1,3,2,5,3,5,4,5,5,5,5,5,5,5,5,5,5,5,1,1,4,4,2,4,4,1,5,1,2,1,2,2,84067
1,1,2,1,5,4,4,4,5,4,5,5,5,4,4,4,5,5,5,1,1,3,4,3,4,4,1,5,1,2,2,2,3,84414
1,1,4,2,5,3,4,3,5,4,4,3,5,5,5,5,5,5,5,1,1,2,3,2,4,2,2,5,1,2,2,4,3,84404
1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,1,1,4,4,4,4,4,2,2,1,2,1,2,4,84067
1,1,2,1,5,4,4,6,5,2,5,5,5,5,5,5,5,3,5,1,1,1,1,1,4,1,2,5,1,1,2,5,1,84067
1,1,1,1,5,5,6,4,5,1,3,1,1,3,3,3,3,2,5,1,1,1,3,1,1,1,1,2,1,2,2,5,2,84315
1,1,5,1,3,5,6,6,5,5,1,5,5,5,5,5,1,5,5,1,3,1,1,1,4,1,2,5,1,2,1,5,2,84405
1,1,5,4,1,6,5,5,4,1,5,1,5,5,4,3,4,5,5,1,3,2,2,2,1,2,2,4,1,2,2,4,2,84067
1,1,1,1,4,6,3,3,5,,3,5,4,4,5,4,4,3,5,1,1,1,1,1,3,4,1,5,1,2,2,5,2,
1,1,1,1,3,6,3,3,5,3,4,5,4,4,4,4,4,3,5,1,1,3,3,3,3,1,1,4,1,2,1,3,2,84404
1,1,3,3,5,6,3,3,4,2,4,3,3,4,4,5,5,5,5,1,1,2,3,3,4,2,2,5,1,2,1,3,2,84405
1,1,3,3,2,3,4,2,4,3,5,5,5,4,4,5,2,1,5,1,1,3,3,3,4,3,2,2,1,1,1,4,2,84315
1,1,3,2,5,5,4,4,5,4,4,4,4,4,5,4,5,4,5,1,1,,2,1,,4,1,5,1,2,2,5,4,84401
1,1,5,4,5,3,3,5,4,2,5,4,3,2,3,1,5,4,5,1,1,1,4,1,2,4,1,5,1,1,1,1,1,84041
1,1,1,1,2,6,6,1,5,4,5,5,5,5,5,5,5,5,5,1,1,1,4,1,4,1,1,4,1,1,1,5,2,84405
1,1,1,1,5,5,5,5,5,1,2,5,3,5,5,5,5,3,5,1,1,2,3,3,4,3,1,5,1,2,2,3,2,84315
1,1,2,2,3,3,3,3,5,1,5,5,5,5,5,5,5,5,5,1,1,2,4,2,4,3,1,3,1,2,1,3,1,84401
1,1,3,1,5,3,2,2,5,2,5,3,3,5,5,5,5,5,5,1,1,4,4,3,4,4,1,5,1,2,2,5,4,84405
1,1,4,1,5,5,4,2,5,2,3,3,3,5,5,5,5,5,4,1,1,3,4,3,3,4,1,4,1,1,2,3,3,84414
1,1,2,,3,2,2,,5,4,5,5,5,4,4,4,4,4,4,1,1,1,1,1,1,1,2,3,1,2,2,2,2,84015
1,1,2,2,5,4,4,3,4,4,3,4,4,5,5,4,5,4,4,1,1,1,3,1,4,2,2,4,1,2,2,4,1,84404
1,1,5,1,3,3,3,2,5,5,5,3,4,5,5,5,5,5,4,1,1,4,4,4,4,4,1,2,1,1,1,5,2,84405
1,1,3,3,4,6,4,6,3,3,4,5,4,5,5,5,5,1,4,1,1,4,4,4,1,4,2,5,2,1,2,2,3,84401
1,1,3,2,2,2,3,3,4,1,4,3,3,4,4,4,4,3,4,1,1,3,3,2,3,1,1,3,2,2,1,2,3,84067
1,1,2,1,5,6,3,2,5,4,4,4,4,5,5,5,5,3,4,1,1,3,4,3,2,3,1,4,1,1,2,2,3,84067
1,1,5,1,5,5,5,5,4,3,4,4,3,3,4,4,4,4,4,1,2,1,2,1,3,3,2,4,2,2,2,2,1,84315
1,1,3,3,3,3,3,2,3,2,2,3,3,3,3,4,4,4,4,1,1,1,2,1,2,1,2,3,1,2,2,5,2,
1,1,3,3,5,6,6,6,5,3,1,1,5,5,5,4,2,3,4,1,1,1,1,1,1,1,2,4,1,2,2,4,3,84067
1,1,2,2,5,4,4,2,5,4,5,4,5,5,5,4,5,5,4,1,1,1,2,1,2,1,2,5,2,2,1,5,2,
1,1,3,2,5,,4,4,4,3,3,4,4,4,4,4,4,3,4,1,1,2,4,4,4,3,1,4,1,1,1,4,4,84405
1,1,2,1,5,6,3,3,4,2,3,4,2,3,3,3,3,3,4,1,1,1,1,1,3,1,1,4,1,2,2,5,2,84067
1,1,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,4,2,2,2,2,2,4,1,2,2,5,2,84067
1,1,2,2,4,4,3,3,5,4,5,5,4,5,5,5,5,5,4,1,1,2,3,4,4,4,1,4,1,2,1,5,2,84404
1,1,2,2,3,2,2,1,4,2,4,4,4,4,4,4,4,4,4,1,1,3,3,3,3,3,1,3,1,2,1,3,2,84404
1,1,3,2,5,5,4,4,5,5,5,5,5,5,5,5,5,3,4,1,1,3,3,2,3,1,1,4,1,1,1,4,3,84067
1,1,4,3,4,4,3,3,4,3,4,3,4,5,4,4,3,3,4,1,1,1,4,3,4,1,2,4,1,2,1,2,2,84067
1,1,3,2,5,4,3,3,4,2,5,4,3,5,2,5,3,4,4,1,1,1,4,3,4,4,1,3,,1,1,1,2,84405
1,1,3,4,4,2,2,2,3,1,4,5,5,1,5,5,5,1,4,1,1,1,4,1,4,4,1,5,1,1,2,1,2,84015
1,1,2,2,6,6,6,6,3,3,3,3,3,3,3,3,3,3,3,1,3,2,3,2,3,2,1,3,2,2,1,2,1,
1,1,2,1,5,4,3,3,5,4,4,5,5,5,5,5,3,4,3,1,1,4,4,4,3,4,2,4,1,2,2,1,1,84067
1,1,5,4,4,4,5,5,3,1,2,2,3,4,4,4,4,3,3,1,1,1,3,3,4,2,2,4,1,2,2,3,3,84067
1,1,3,3,5,4,5,4,5,3,3,4,4,5,5,3,3,4,3,2,,4,4,2,3,4,1,4,2,2,2,2,4,84037
1,1,3,,4,4,4,4,4,4,4,4,3,5,4,4,3,4,3,1,4,2,3,1,1,1,1,3,2,2,2,2,1,84067
1,1,4,2,4,6,4,4,4,3,4,4,5,5,5,5,5,5,3,2,,1,4,1,4,1,1,4,2,2,1,1,3,84067
1,1,3,3,5,6,4,4,4,4,3,3,4,5,5,4,4,5,3,1,1,2,4,3,4,3,2,5,1,2,2,5,3,84405
1,1,5,4,5,4,5,4,4,5,4,5,5,3,4,4,4,3,3,1,1,2,3,1,3,2,1,5,1,2,2,5,2,84015
1,1,3,2,2,2,3,3,5,5,4,3,3,5,5,4,5,5,3,1,1,2,1,1,1,1,1,4,2,2,1,1,2,84404
1,1,3,2,2,2,2,2,3,3,3,3,3,4,4,4,4,4,3,1,3,3,4,3,2,3,1,3,2,2,1,2,2,84067
1,1,2,2,4,6,3,3,4,2,3,3,3,5,5,4,5,5,3,1,1,4,2,,1,4,1,4,2,2,2,5,3,84015
1,1,3,3,1,3,5,5,3,3,4,4,4,4,4,4,5,4,3,1,3,3,3,3,1,3,1,4,2,2,2,2,2,84067
1,1,4,4,4,3,4,3,4,1,4,4,4,5,5,5,5,5,3,1,1,3,4,3,4,3,1,2,1,2,2,5,4,84040
1,1,2,2,3,3,3,3,4,2,4,4,4,5,5,5,5,5,3,1,1,2,2,2,1,2,1,5,1,2,1,4,2,84067
1,1,1,1,5,6,3,3,5,5,5,5,5,5,5,5,5,3,3,1,1,1,1,1,4,1,1,5,1,2,2,5,3,84405
1,1,3,2,4,3,2,4,4,4,4,5,5,5,5,4,2,4,2,1,1,2,3,1,2,2,1,4,1,2,1,4,3,84067
1,1,1,1,5,6,5,5,4,5,4,4,3,5,5,4,5,4,2,1,3,1,4,4,3,2,2,4,2,2,2,1,1,84067
1,1,4,4,4,6,4,4,2,3,4,3,4,5,5,5,4,3,2,1,3,1,4,1,2,4,1,4,2,2,2,1,1,84067
1,1,4,2,5,3,2,2,2,4,1,2,4,4,4,4,3,1,2,1,1,1,4,1,4,2,2,1,1,2,1,5,3,84405
1,1,3,2,4,3,3,3,5,4,3,5,4,5,5,5,5,5,2,1,4,1,3,1,2,3,1,4,2,2,1,1,1,84067
1,1,1,1,1,3,5,4,5,3,5,5,5,5,5,5,5,3,2,1,1,1,1,1,4,1,1,5,1,1,1,5,1,84067
1,1,3,2,6,6,3,6,3,2,3,4,4,3,5,5,5,2,2,1,1,1,3,1,2,1,1,3,1,2,2,5,2,
1,1,3,3,3,3,3,3,2,2,4,5,1,3,3,3,3,4,2,1,1,4,3,3,3,3,2,5,2,2,2,3,2,84403
1,1,2,2,6,6,4,6,3,4,3,2,3,4,5,2,5,3,1,1,2,2,4,1,2,3,2,4,2,2,2,1,1,84067
1,1,5,3,5,4,5,3,5,2,4,5,5,5,5,5,5,5,1,1,1,2,3,2,3,2,1,4,1,2,1,1,2,84067
1,1,1,3,3,6,6,2,4,1,4,4,4,4,4,3,4,4,1,2,,1,1,1,3,1,1,4,2,2,1,5,2,84067
1,1,4,2,5,4,4,3,5,3,2,4,4,5,4,2,3,5,1,1,2,3,3,2,3,1,1,5,2,2,2,1,3,84067
1,1,3,1,2,6,2,1,5,4,5,5,5,5,5,5,5,5,1,1,1,1,4,1,4,1,1,3,1,2,1,5,2,84067
1,1,4,2,4,5,4,3,4,4,5,3,4,4,3,2,3,3,1,1,1,1,3,1,4,1,2,4,1,2,1,4,4,84401
1,1,4,2,4,6,6,6,4,3,3,3,4,4,4,5,4,2,1,1,1,1,1,1,2,1,1,3,2,2,1,5,1,
1,1,4,3,4,6,4,6,3,2,4,4,4,2,4,3,4,2,1,1,1,3,1,1,4,1,2,4,2,2,1,5,1,84067
1,1,4,2,5,3,4,3,4,1,2,3,5,5,5,4,1,3,1,1,1,1,1,1,1,1,1,3,2,2,2,3,2,84067
1,1,5,5,5,6,5,4,1,4,3,4,2,5,3,1,3,5,1,1,1,1,2,2,4,1,1,4,1,2,2,5,3,84405
1,1,1,1,4,3,4,2,5,5,4,4,5,3,4,4,3,1,1,1,1,1,1,1,4,1,2,4,1,2,2,5,3,84067
1,1,4,4,5,2,2,3,5,3,3,3,5,5,5,5,5,5,1,1,1,3,3,2,2,2,2,3,1,1,1,1,2,84401
1,1,3,1,3,2,4,3,5,3,4,4,5,5,4,4,5,3,1,1,2,1,2,1,1,1,1,3,2,2,2,3,2,84067
1,1,1,1,4,2,3,3,5,3,3,3,3,4,5,4,4,3,1,1,1,2,2,2,2,2,1,4,1,2,1,2,3,84401
1,1,2,4,4,2,3,4,4,2,2,4,5,4,4,,3,3,1,1,1,1,1,1,1,2,1,4,1,2,1,5,1,84067
1,1,2,1,4,2,4,1,4,4,4,4,4,5,5,5,4,5,1,1,1,2,3,2,3,2,1,5,1,2,1,3,2,84040
1,1,1,1,4,3,4,4,4,3,3,4,3,5,5,5,5,5,1,1,1,1,2,1,4,1,1,4,1,2,2,2,1,84405
1,1,3,4,3,3,2,2,3,3,3,4,3,3,3,3,3,3,1,1,1,3,4,4,3,3,1,5,1,2,2,1,1,84067
1,1,3,2,5,4,3,5,4,4,5,5,5,5,5,5,5,5,1,1,1,2,3,2,4,2,1,1,1,2,2,2,2,84067
1,1,2,1,2,6,3,3,5,4,5,5,5,5,5,5,4,5,1,1,2,1,2,1,3,2,1,2,2,2,1,1,2,84067
1,1,2,1,4,2,2,2,4,2,4,4,4,4,5,5,3,4,,,,,,,,,,,,,,,,
1,1,5,3,5,5,5,5,1,1,1,5,2,1,5,5,5,1,,1,1,,,,4,,1,3,1,2,2,5,4,
1,1,2,1,5,5,4,4,4,5,1,5,5,5,5,5,5,5,,1,1,2,3,1,3,2,1,4,1,1,2,4,1,84405
1,1,2,1,4,6,3,2,5,3,5,3,5,5,5,4,5,5,5,1,1,1,4,2,4,3,1,3,1,2,1,5,1,84107
1,1,1,1,4,4,4,2,5,1,3,5,5,5,5,5,5,5,5,1,1,1,2,1,4,1,2,4,1,2,1,4,3,84115
1,1,2,1,5,3,4,3,5,4,5,5,4,5,4,3,3,3,5,2,,1,3,4,2,1,2,5,1,2,1,2,3,84047
1,1,4,4,4,4,3,5,1,1,1,1,1,1,1,1,1,1,5,1,1,2,4,2,4,4,1,5,1,2,1,2,3,84070
1,1,3,1,2,6,2,6,5,2,5,5,4,5,3,5,3,4,5,1,1,2,4,3,4,2,1,4,1,2,1,2,2,84070
1,1,4,3,4,4,3,3,4,4,3,4,4,5,5,5,5,5,5,1,1,2,3,2,3,2,2,3,1,2,2,5,2,84093
1,1,3,2,5,2,2,2,5,3,3,4,4,5,5,5,4,4,5,2,,2,4,3,1,2,2,4,1,2,1,3,3,84047
1,1,2,2,6,6,6,6,5,2,4,5,5,5,5,5,,3,5,1,3,1,3,1,4,1,1,4,1,2,1,5,2,84088
1,1,4,4,4,6,6,6,4,1,5,5,4,5,5,5,5,5,5,1,1,1,3,1,4,1,1,4,1,2,2,5,4,84070
1,1,3,1,5,4,2,2,4,3,4,4,4,5,3,4,5,5,5,1,2,1,4,4,4,4,1,4,2,2,1,2,3,84121
1,1,2,2,5,4,4,4,4,3,4,5,4,4,4,4,4,4,5,1,1,1,3,3,4,1,2,5,1,2,2,5,4,84093
1,1,4,5,1,4,5,5,5,2,5,5,5,5,5,5,3,1,5,1,1,1,4,1,4,2,1,4,1,1,2,4,2,84062
1,1,3,2,5,6,4,6,3,1,4,3,3,5,4,4,2,3,5,1,1,1,1,1,1,1,2,5,1,2,1,5,1,84070
1,1,2,2,4,3,4,4,3,3,3,4,3,3,4,3,2,2,5,1,4,3,3,1,3,2,2,3,2,2,2,2,4,84094
1,1,3,2,2,1,2,4,5,3,5,5,5,5,5,5,5,5,5,1,1,1,1,1,4,1,2,5,1,2,1,5,4,84047
1,1,4,1,3,3,3,3,5,4,2,4,3,5,4,5,4,5,5,1,1,1,3,2,3,1,2,4,1,2,1,3,3,84047
1,1,2,2,5,6,5,6,4,1,2,3,4,5,4,3,3,1,5,1,1,1,1,1,4,1,2,5,1,2,1,5,2,84121
1,1,3,1,6,6,6,6,5,1,5,5,5,4,3,3,3,1,5,1,1,2,1,1,1,1,1,5,1,2,1,5,2,84047
1,1,4,3,5,6,6,6,4,2,3,3,4,4,2,3,3,1,5,1,1,2,2,2,3,2,2,5,1,1,2,3,4,84094
1,1,2,1,5,5,4,4,5,2,3,5,3,3,4,4,4,4,5,1,1,1,3,2,3,2,1,4,1,2,1,1,3,84118
1,1,2,2,5,4,3,4,4,2,2,3,3,4,4,4,4,4,5,1,1,2,4,2,3,2,1,5,1,2,2,5,3,84094
1,1,3,3,6,6,6,6,3,3,2,4,3,5,4,3,2,2,5,1,1,1,3,1,3,1,1,3,1,2,1,2,4,84094
1,1,5,2,5,3,5,4,4,3,5,5,5,4,4,4,4,2,5,1,3,3,4,4,2,3,1,4,2,1,2,5,3,84047
1,1,4,2,5,5,5,5,2,2,2,2,2,2,2,2,2,2,5,1,1,1,1,1,3,1,2,5,1,2,2,5,2,84094
1,1,5,3,5,5,5,5,3,1,3,5,1,5,5,3,5,1,5,1,1,1,1,4,1,1,2,5,1,2,2,3,2,84070
1,1,1,1,3,3,3,3,4,1,4,4,4,4,4,4,4,5,5,1,1,2,3,2,4,3,2,3,1,2,2,5,1,
1,1,4,3,2,3,5,1,3,2,4,4,4,5,4,4,5,4,5,1,1,3,3,1,4,3,1,4,1,2,1,4,1,84047
1,1,1,1,5,6,6,6,5,5,5,5,3,3,3,3,3,3,5,1,2,1,4,1,1,1,2,5,2,2,1,1,2,84047
1,1,5,5,5,5,5,5,3,1,2,3,3,4,5,5,3,3,5,1,4,2,3,3,1,2,2,5,2,1,2,1,2,84107
1,1,4,2,5,6,5,5,5,2,4,4,4,5,3,1,2,5,5,1,1,1,3,1,4,1,1,5,1,2,1,3,3,84070
1,1,2,2,5,6,5,3,5,1,3,5,4,5,5,5,5,5,5,1,1,3,3,1,4,3,2,4,1,2,2,5,2,84121
1,1,1,1,5,2,3,5,4,3,3,5,3,5,5,4,4,4,5,1,1,3,4,4,3,3,2,5,2,1,2,2,2,84094
1,1,2,1,3,6,4,4,5,2,5,5,5,5,5,5,5,5,5,1,3,3,4,4,4,4,2,4,1,2,2,4,3,84047
1,1,3,5,4,6,6,6,5,3,4,3,4,5,4,5,4,5,5,1,1,2,4,2,4,2,1,4,1,2,1,1,2,84047
1,1,3,3,4,6,6,6,3,3,3,4,3,5,5,5,5,4,5,2,,2,3,3,2,2,2,3,2,2,1,1,3,84047
